nombre,temporada,posicion,edad,partidos,goles,asistencias,probabilidad,prediccion,etiqueta
Aarón Molinas,2019,Attacking Midfield,18,1,0,0,0.00016620812363502867,0,0
Marcos Mondaini,2006,Centre-Forward,21,4,0,0,0.00016501989382478022,0,0
Joel Acosta,2013,Right Winger,22,7,0,0,0.00016499941794928904,0,0
Gastón Sauro,2010,Centre-Back,20,3,0,0,0.00016455686889564112,0,0
Pablo Jerez,2002,Right-Back,18,14,0,0,0.00016332673599119148,0,0
Seba Pérez,2017,Defensive Midfield,24,7,0,0,0.0001630192779504762,0,0
Orlando Gaona Lugo,2012,Right Winger,21,5,0,0,0.00015969164014597787,0,0
Cristian Álvarez,2011,Attacking Midfield,18,4,0,0,0.0001586379593871725,0,0
Camilo Rey Domenech,2024,Defensive Midfield,18,7,0,0,0.0001560952490663017,0,0
Guillermo Sara,2014,Goalkeeper,26,13,0,0,0.0001549017386491923,0,0
Gastón Sauro,2008,Centre-Back,18,5,0,0,0.00015462914217190287,0,0
Julio Barroso,2008,Centre-Back,23,4,0,0,0.00015362771732439198,0,0
Agustín Rossi,2019,Goalkeeper,23,11,0,0,0.00015322407548969924,0,0
Cristian Álvarez,2012,Attacking Midfield,19,3,0,0,0.00014596790703635005,0,0
Sebastián Sosa,2011,Goalkeeper,24,9,0,0,0.0001448665253586854,0,0
Leandro Paredes,2011,Defensive Midfield,17,5,0,0,0.00014477433392737693,0,0
Lucas Castromán,2007,Right Midfield,26,5,0,0,0.00013843883754767182,0,0
Marcelo Weigandt,2018,Right-Back,18,9,0,0,0.00013470027554304007,0,0
Esteban Andrada,2020,Goalkeeper,29,11,0,0,0.00013264290450529397,0,0
Juan Sánchez Miño,2010,Left-Back,20,4,0,0,0.00012960956294426657,0,0
Pablo Álvarez,2003,Right-Back,19,10,0,0,0.00012933585695721993,0,0
Guillermo Sara,2015,Goalkeeper,27,9,0,0,0.00012795415825316475,0,0
Enzo RuizEnzo Ruiz,2010,Centre-Back,21,6,0,0,0.0001242988207312296,0,0
Francisco Di Franco,2012,Attacking Midfield,17,3,0,0,0.00011972694776163465,0,0
Roberto Colautti,2001,Centre-Forward,19,3,0,0,0.00011968640988650517,0,0
Equi Fernández,2021,Defensive Midfield,18,1,0,0,0.00011958836326872602,0,0
Equi Fernández,2020,Defensive Midfield,17,3,0,0,0.00011903545246024317,0,0
Gastón Ávila,2021,Centre-Back,19,7,0,0,0.00011895755495470042,0,0
Orlando Gaona Lugo,2010,Right Winger,19,3,0,0,0.00011819241087320651,0,0
César La Paglia,2003,Attacking Midfield,24,1,0,0,0.00011766394715976962,0,0
Marcelo Weigandt,2019,Right-Back,19,4,0,0,0.00011545890201415172,0,0
Andrés Franzoia,2005,Centre-Forward,19,3,0,0,0.00011482148020542722,0,0
Exequiel Benavídez,2011,Defensive Midfield,22,3,0,0,0.00011342937490210983,0,0
Julián Ceballos,2023,Central Midfield,18,5,0,0,0.00011269653085989252,0,0
Gonzalo Escalante,2013,Central Midfield,20,5,0,0,0.0001111377798111847,0,0
Gonzalo Escalante,2012,Central Midfield,19,6,0,0,0.00010968285052181674,0,0
Luis Amaranto Perea,2002,Centre-Back,23,4,0,0,0.00010948083352219295,0,0
Franco Fragapane,2013,Left Winger,20,3,0,0,0.00010850687323499455,0,0
Leandro Paredes,2010,Defensive Midfield,16,1,0,0,0.00010775384589052429,0,0
Matías Cahais,2006,Centre-Back,18,7,0,0,0.00010526545895277805,0,0
Joel Barbosa,2001,Right-Back,18,9,0,0,0.00010410858219518606,0,0
Pablo Migliore,2007,Goalkeeper,25,11,0,0,9.984096138165044e-05,0,0
Agustín Sández,2019,Left-Back,18,2,0,0,9.86336843764345e-05,0,0
César González,2002,Centre-Back,20,5,0,0,9.63621444674337e-05,0,0
Enzo RuizEnzo Ruiz,2011,Centre-Back,22,4,0,0,9.449715543781662e-05,0,0
Leandro Marín,2010,Right-Back,18,2,0,0,9.364365592072534e-05,0,0
Mauricio Caranta,2008,Goalkeeper,29,7,0,0,9.35161002975943e-05,0,0
Brandon Cortés,2022,Attacking Midfield,21,1,0,0,9.301863503475052e-05,0,0
Jonatan Maidana,2005,Centre-Back,19,2,0,0,9.190613654406636e-05,0,0
Julián Chicco,2018,Defensive Midfield,20,5,0,0,9.046197558477834e-05,0,0
Joel Barbosa,2003,Right-Back,20,7,0,0,8.944246775548462e-05,0,0
Nicolás Valentini,2020,Centre-Back,19,1,0,0,8.832157032982137e-05,0,0
Julio Barroso,2005,Centre-Back,20,1,0,0,8.80192073880382e-05,0,0
Matías Cahais,2007,Centre-Back,19,5,0,0,8.759123393365348e-05,0,0
Guillermo Sara,2017,Goalkeeper,29,1,0,0,8.730615720130373e-05,0,0
Jabes Saralegui,2022,Central Midfield,19,4,0,0,8.71104937903716e-05,0,0
Ezequiel Muñoz,2008,Centre-Back,17,3,0,0,8.701728576754264e-05,0,0
Bruno Urribarri,2007,Left-Back,20,6,0,0,8.4162053822574e-05,0,0
Mateo Mendía,2023,Centre-Back,19,4,0,0,8.287034750036846e-05,0,0
Sebastián Prediger,2009,Defensive Midfield,22,3,0,0,8.042063300759329e-05,0,0
Ignacio Miramón,2024,Defensive Midfield,21,3,0,0,8.000981994584976e-05,0,0
Aarón Anselmino,2022,Centre-Back,17,5,0,0,7.989209818023388e-05,0,0
Emanuel Tripodi,2013,Goalkeeper,31,6,0,0,7.963946641219987e-05,0,0
Bréyner Bonilla,2009,Centre-Back,22,3,0,0,7.932568855034894e-05,0,0
Mateo Mendía,2024,Centre-Back,20,3,0,0,7.890214056653806e-05,0,0
Gastón Ávila,2019,Centre-Back,17,5,0,0,7.873049576117654e-05,0,0
Nahuel Fioretto,2001,Left Midfield,20,4,0,0,7.749494744442755e-05,0,0
Santiago Villafañe,2009,Defensive Midfield,21,3,0,0,7.601167814105323e-05,0,0
Carlos Fondacaro,2008,Right-Back,21,5,0,0,7.570740980954956e-05,0,0
Exequiel Benavídez,2007,Defensive Midfield,18,1,0,0,7.499970364999227e-05,0,0
Santiago Villafañe,2006,Defensive Midfield,18,4,0,0,7.479890679518665e-05,0,0
Gonzalo Morales,2022,Centre-Forward,19,2,0,0,7.464954981087128e-05,0,0
Tomás Pochettino,2014,Attacking Midfield,18,1,0,0,7.425656455735269e-05,0,0
Pablo Álvarez,2002,Right-Back,18,4,0,0,6.791595532208865e-05,0,0
Franco Fragapane,2011,Left Winger,18,1,0,0,6.418590503429922e-05,0,0
Marcos Díaz,2019,Goalkeeper,33,3,0,0,6.194971668838412e-05,0,0
Bruno Urribarri,2006,Left-Back,19,4,0,0,6.0535282288705183e-05,0,0
Julián Chicco,2015,Defensive Midfield,17,3,0,0,5.9637815617397803e-05,0,0
Joel Acosta,2010,Right Winger,19,1,0,0,5.9120878616020945e-05,0,0
Julio César Alcorse,2000,Centre-Forward,18,1,0,0,5.7843333919755645e-05,0,0
Willy CaballeroWilly Caballero,2003,Goalkeeper,21,8,0,0,5.781979091051119e-05,0,0
Marcos Díaz,2018,Goalkeeper,32,3,0,0,5.770238846660893e-05,0,0
Fernando Evangelista,2012,Centre-Back,20,2,0,0,5.718271883824153e-05,0,0
Fredy Guarín,2005,Central Midfield,19,2,0,0,5.6744268595158645e-05,0,0
Emanuel Insúa,2011,Left-Back,20,2,0,0,5.587753050534676e-05,0,0
Kevin Mac Allister,2018,Centre-Back,20,2,0,0,5.492525493226894e-05,0,0
Gastón Sangoy,2002,Right Winger,17,2,0,0,5.35310202930314e-05,0,0
Jonathan Mazzola,2011,Defensive Midfield,20,1,0,0,5.283591494605261e-05,0,0
Walter Molas,2023,Centre-Back,19,2,0,0,5.17245953061595e-05,0,0
Facundo Imboden,2003,Centre-Back,23,1,0,0,5.1659897892189414e-05,0,0
Ezequiel Medrán,2004,Goalkeeper,23,7,0,0,5.14389438790309e-05,0,0
Renzo Giampaoli,2020,Centre-Back,20,2,0,0,5.12338855757489e-05,0,0
Jonathan Mazzola,2010,Defensive Midfield,19,1,0,0,4.987861330724232e-05,0,0
Willy CaballeroWilly Caballero,2002,Goalkeeper,20,7,0,0,4.9349091215004975e-05,0,0
Carlos Fondacaro,2007,Right-Back,20,3,0,0,4.861068208319378e-05,0,0
Leandro Brey,2024,Goalkeeper,21,6,0,0,4.8548210784384884e-05,0,0
Héctor Carballo,2003,Defensive Midfield,23,1,0,0,4.808408549641652e-05,0,0
Pablo Migliore,2006,Goalkeeper,24,3,0,0,4.622270996702798e-05,0,0
Martín Andrizzi,2000,Left Midfield,23,1,0,0,4.614251595187839e-05,0,0
Emanuel Tripodi,2014,Goalkeeper,32,1,0,0,4.4395463805660495e-05,0,0
Eros Mancuso,2021,Right-Back,22,1,0,0,4.347889664318273e-05,0,0
Agustín García Basso,2012,Centre-Back,20,1,0,0,4.298707189571738e-05,0,0
Mikael Yourassowsky,2003,Left-Back,20,2,0,0,4.259441341453974e-05,0,0
David Achucarro,2011,Centre-Back,20,1,0,0,3.946676635014747e-05,0,0
Pablo Migliore,2005,Goalkeeper,23,2,0,0,3.945093572192005e-05,0,0
Sebastián Nayar,2007,Central Midfield,19,1,0,0,3.911637456039435e-05,0,0
Sergio Guillermo,2000,Attack,20,1,0,0,3.859273768664181e-05,0,0
Francesco Celeste,2013,Right Midfield,19,2,0,0,3.8258387487118e-05,0,0
Pedro Silva Torrejón,2015,Left-Back,18,2,0,0,3.805244325910862e-05,0,0
Ezequiel Medrán,2005,Goalkeeper,24,4,0,0,3.7269547343497564e-05,0,0
Federico León,2003,Centre-Back,18,1,0,0,3.7158254147571083e-05,0,0
Esteban Orfano,2010,Right Midfield,18,2,0,0,3.6338074439454766e-05,0,0
Willy CaballeroWilly Caballero,2001,Goalkeeper,19,4,0,0,3.536526213364171e-05,0,0
Luis Ibáñez,2007,Left-Back,18,2,0,0,3.5236008573344975e-05,0,0
Sebastián D’AngeloS. D’Angelo,2012,Goalkeeper,23,4,0,0,3.471425495724391e-05,0,0
Carlos Quiñónez,2000,Midfield,20,1,0,0,3.094873465793758e-05,0,0
Nahuel Genez,2022,Left-Back,19,1,0,0,3.056184920460594e-05,0,0
Juan Pablo Caffa,2002,Left Midfield,17,1,0,0,3.03532030257857e-05,0,0
Adrián Gunino,2009,Right-Back,20,1,0,0,2.941461534613217e-05,0,0
Leandro Brey,2021,Goalkeeper,18,1,0,0,2.534386710706207e-05,0,0
Sebastián D’AngeloS. D’Angelo,2011,Goalkeeper,22,2,0,0,2.487733015315898e-05,0,0
Dylan Gorosito,2023,Right-Back,17,1,0,0,2.3769688367131124e-05,0,0
Josué Ayala,2009,Goalkeeper,21,1,0,0,2.0324874930794194e-05,0,0
Josué Ayala,2008,Goalkeeper,20,1,0,0,1.8931329218687877e-05,0,0
Gustavo Eberto,2002,Goalkeeper,18,1,0,0,1.161592679985296e-05,0,0
